"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","주차 면(주차 가능 차량 수)","현재 주차중인 대수","현재 주차 차량 업데이트 시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","주차장 위치 좌표 위도","주차장 위치 좌표 경도","배정코드","배정코드명"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52864685","126.84896962","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52864992","126.84899458","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52879968","126.84884391","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52879324","126.84879255","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52883577","126.85048476","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52894884","126.85002114","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52869544","126.84935145","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52879677","126.84881804","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52880886","126.84891919","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52895212","126.85141041","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52910515","126.85131538","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52864379","126.84894488","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52879035","126.84876607","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52895989","126.85012267","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52877842","126.85004648","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52883289","126.85045956","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52882011","126.85035898","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52868532","126.84927541","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52898","126.85163838","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52897353","126.85158825","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52890176","126.84967509","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52897036","126.85156239","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52896731","126.85153672","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52896425","126.85151164","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.5289462","126.8513602","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52893972","126.85131035","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52880273","126.8488692","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52880579","126.8488941","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52882102","126.84901836","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52881153","126.84894191","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52884603","126.8505608","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52901372","126.85058194","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52901066","126.85055694","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52879715","126.85018813","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52913533","126.85155631","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52867271","126.84917699","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52881687","126.85033378","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52874773","126.84979789","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52873135","126.84967434","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52881327","126.85030769","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52895442","126.85007238","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52890484","126.8497004","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52882677","126.85040938","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.5291145","126.85139132","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52867578","126.84920024","PIS02","미배정미점유"
"1502605","화곡8동 배다리동길(구)","강서구 화곡동 890-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:43:39","N","무료","Y","유료","120000","1150010300297","200","5","200","5","0","0","0","0","10000","37.52867037","126.8491516","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.5512043","126.85163455","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55123524","126.85159407","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55126618","126.85155358","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55129832","126.8515146","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55136497","126.85143362","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55133164","126.85147486","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.5510266","126.85057899","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55095262","126.85051326","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55037217","126.85042184","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55174693","126.85091463","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55153747","126.85075615","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55164759","126.85106743","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55043073","126.85031511","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55121394","126.85074404","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55106359","126.85061035","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55110058","126.85064321","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55113757","126.85067608","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55117516","126.85070969","PIS02","미배정미점유"
"1504058","화곡6동 신학대길(구)","강서구 화곡동 980-19","NS","노상 주차장","1","시간제 주차장","02-2607-9113","0","미연계중","51","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:42:40","N","무료","Y","유료","120000","1150010300083","250","5","250","5","0","0","0","0","10000","37.55167972","126.85102694","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.56760266","127.00499641","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.56727678","127.00474112","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.5676488","127.00502046","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.5672547","127.0047284","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.56783515","127.00511675","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.56778859","127.00509256","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.56774204","127.00506838","PIS02","미배정미점유"
"1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","NS","노상 주차장","1","시간제 주차장","02)2280-8367","0","미연계중","8","0","","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:38:31","N","무료","Y","유료","180000","1114014800014","350","5","350","5","0","0","0","0","0","37.5676955","127.0050442","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52084223","126.92593985","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52156096","126.92708919","PIS02","미배정미점유"
